gene,1055_0001_Control,1055_0003_Control,1055_0004_Control,1055_0005_Control,1055_0006_Cre,1055_0007_Cre,1055_0008_Cre,1055_0009_Cre,1055_0010_Cre,1055_0011_Cre,1055_0012_Control
ENSMUSG00000062248_Cks2,6.42,5.57,2.82,7.05,28.56,44.83,10.42,41.83,5.7700000000000005,18.19,5.819999999999999
ENSMUSG00000062252_Lhfpl5,9.08,5.159999999999999,2.04,9.32,6.22,8.27,7.26,4.34,10.17,6.96,16.24
ENSMUSG00000062257_Opcml,133.64,93.74000000000001,110.21000000000001,184.2,84.38,69.16,175.10999999999999,137.83,121.64,107.05,140.33
ENSMUSG00000062270_Morf4l1,439.6,463.53,501.16,410.82,418.06,319.16,384.5,417.87,456.94,354.52,447.78999999999996
ENSMUSG00000062296_Trank1,23.08,14.639999999999999,12.58,12.46,14.25,13.12,16.04,19.89,20.82,7.73,25.22
ENSMUSG00000062300_Nectin2,5.02,3.29,3.7800000000000002,0.93,0,2.17,1.82,8.55,0.9400000000000001,6.930000000000001,6.18
ENSMUSG00000062309_Rpp25,32.39,31.68,33.86,33.449999999999996,29.37,56.44,39.86,35.339999999999996,42.04,33.730000000000004,43.04
ENSMUSG00000062319_Gm10115,3.17,3.44,0.62,4.05,5.6899999999999995,2.04,8.08,2.46,2.8899999999999997,2.51,2.64
ENSMUSG00000062328_Rpl17,379.68,382.67,349.96,422.85,526.59,459.63,439.88,435.72999999999996,446.72999999999996,393.37,378.92999999999995
ENSMUSG00000062352_Itgb1bp1,68.79,49.839999999999996,59.68,46.96,34,39.220000000000006,40.11,48.96,54.02,38.63,52.77
ENSMUSG00000062353_Gm15772,9.15,5.359999999999999,4.05,0,5.94,10.89,13.239999999999998,2.84,1.32,6.819999999999999,7.5
ENSMUSG00000062372_Otof,2.4699999999999998,0.74,0.93,0.35,2.09,0.74,0.64,1.12,5.34,1.55,6.45
ENSMUSG00000062373_Tmem65,16.610000000000003,7.5,10.61,11.77,8.27,5.58,8.350000000000001,11.43,8.79,11.219999999999999,10.07
ENSMUSG00000062376_Borcs7,36.160000000000004,19.779999999999998,23.630000000000003,28.95,35.17,23.7,29.87,28.37,32.690000000000005,28.03,28.89
ENSMUSG00000062380_Tubb3,201.18,209.36,212.42000000000002,196.82000000000002,118.25,125.4,186.46,136.55,127.13,175.23,203.95000000000002
ENSMUSG00000062382_Ftl1-ps1,21.19,12.66,20.91,17.330000000000002,39.309999999999995,45.6,38.44,34.8,18.82,26.330000000000002,15.639999999999999
ENSMUSG00000062397_Zfp706,107.86,101.52,150.49,103.6,71.22,79.38,93.11,95.84,93.55,86.14,117.09
ENSMUSG00000062410_Hsd3b3,0,3.23,0.52,2.01,1.3,1.52,0.45,0.5,0.48000000000000004,1.7,0.98
ENSMUSG00000062421_Arf2,20.45,29.630000000000003,31.22,18.650000000000002,19.37,10.44,30.439999999999998,21.150000000000002,21.88,12.98,24.06
ENSMUSG00000062444_Ap3b2,42.43,49.07,44.58,48.44,44.61,32.93,42.949999999999996,52.760000000000005,50.74,47.47,65.06
ENSMUSG00000062456_Rpl9-ps6,11.62,6.73,10.98,13.52,12.82,12.33,12.77,15.51,12.05,13.43,12.3
ENSMUSG00000062470_Fbxl12os,6.73,1.28,1.1400000000000001,2.74,3.52,5.02,3.98,5.859999999999999,3.3499999999999996,2.23,9.68
ENSMUSG00000062480_Acat3,15.56,16.810000000000002,13.28,17.330000000000002,20.01,13.56,20.29,15.44,19.89,15.38,18.35
ENSMUSG00000062488_Ifit3b,1.6800000000000002,0.61,6.319999999999999,0,9.719999999999999,55.6,12.55,23.79,3.8,31.279999999999998,2.8699999999999997
ENSMUSG00000062519_Zfp398,1.81,3.02,2.4,4.5,2.3899999999999997,2.9499999999999997,0.8500000000000001,3.8499999999999996,2.02,1.57,2.2800000000000002
ENSMUSG00000062526_Mppe1,6.609999999999999,8.67,10.44,9.629999999999999,4.92,3.15,2.62,8.219999999999999,8.239999999999998,6.96,8.25
ENSMUSG00000062542_Syt9,5.85,1.1800000000000002,0.54,1.06,0.48000000000000004,2.2,3.44,5.430000000000001,2.92,0.18,4.13
ENSMUSG00000062563_Cys1,29.84,23.77,28.279999999999998,29.7,16.53,12.209999999999999,22.23,32.86,38.7,16.86,44.07
ENSMUSG00000062580_Timm17a,450.82,450.39,514.75,451.86,389.15000000000003,452.91999999999996,474.59,434.1,524.31,450.63,432.54
ENSMUSG00000062590_Armc9,32.309999999999995,20.74,14.47,16.75,40.78,16.330000000000002,32.290000000000006,17.97,13.49,8.62,31.7
ENSMUSG00000062591_Tubb4a,240.33,343.33,424.17,239.57,191.08,172.65,242.45000000000002,208.33,199.76999999999998,295.71999999999997,232.26
ENSMUSG00000062604_Srpk2,67.95,83.61,68.71000000000001,73.6,94.04,71.86999999999999,64.59,70.11,84.27,86.57,85.28
ENSMUSG00000062619_2310039H08Rik,29.59,18.41,21.32,40.42,43.41,39.53,28.53,25.259999999999998,31.19,34.21,38.5
ENSMUSG00000062627_Mysm1,15.47,21.97,6.6899999999999995,13.44,19.51,11.7,16.330000000000002,16.77,18.36,11.44,23.89
ENSMUSG00000062646_Ganc,5.99,4,5.470000000000001,1.25,1.36,3.02,1.75,4.04,5.359999999999999,8.850000000000001,4.68
ENSMUSG00000062647_Rpl7a,214.79,215.17,163.23999999999998,138.82000000000002,223.43,255.73999999999998,239.79,226.82000000000002,196.1,217.93,219.32000000000002
ENSMUSG00000062661_Ncs1,34.02,32.879999999999995,33.620000000000005,30.91,20.82,21.53,24.24,27.89,32.449999999999996,30.29,38.5
ENSMUSG00000062683_Atp5g2,303.95,437.91999999999996,378.11,339.34000000000003,296.22999999999996,353.89,325.75,231.65,347.5,349.74,364.18
ENSMUSG00000062691_Cebpzos,246.88000000000002,265.97999999999996,332.86,349.54,333.38,297.91999999999996,364.18,337.27,351.61,255.20999999999998,248.12
ENSMUSG00000062729_Ppox,20.830000000000002,13.54,24.97,12.229999999999999,12.34,27.34,13.1,19.49,22.47,19.77,21.24
ENSMUSG00000062753_AI413582,363.34000000000003,501.83,509.8,567.4499999999999,528.76,483.89,464.6,450.95,518.55,560.06,417.32
ENSMUSG00000062760_1810041L15Rik,2.29,0.99,3.06,1.76,4.42,2.51,2.48,2.59,4.72,0.7899999999999999,4.76
ENSMUSG00000062761_Zfp512,17.47,6.81,10.42,8.16,9.83,13.2,12.07,11.239999999999998,16.419999999999998,10.16,17.650000000000002
ENSMUSG00000062762_Ei24,37.49,31.54,37.790000000000006,25.77,21.05,24.479999999999997,38.760000000000005,34.309999999999995,30.73,28.4,39.02
ENSMUSG00000062785_Kcnc3,1.52,2.18,1.94,2.7600000000000002,1.99,2.63,2.44,2.72,0.6699999999999999,1.43,2.8299999999999996
ENSMUSG00000062797_l7Rn6,161.2,158.13,182.96,189.89000000000001,164.36,128.18,151.62,179.47,227.88000000000002,143.98000000000002,141.87
ENSMUSG00000062822_4833420G17Rik,8.350000000000001,13.59,7.35,15.1,7.74,6.52,13.8,10.57,14.84,6.659999999999999,12.57
ENSMUSG00000062825_Actg1,767.3599999999999,877.09,1002.76,740.1800000000001,534.24,648.56,803.2800000000001,823.75,792.42,732.19,953.3199999999999
ENSMUSG00000062861_Zfp28,5.79,2.56,0.48000000000000004,0.05,1.35,0,0.47000000000000003,1.1500000000000001,5.17,2.96,2.22
ENSMUSG00000062866_Phactr2,8.1,7.98,2.29,1.45,10.66,6.58,3.62,4.74,9.57,1.52,4.17
ENSMUSG00000062867_Impdh2,24.05,36.46,33.120000000000005,28.310000000000002,40.06,27.22,37,34.75,32.37,36.760000000000005,52.94
ENSMUSG00000062901_Klhl24,3.19,3.38,2.58,5.01,2.03,2.84,2.8,2.55,1.78,2.46,2.9699999999999998
ENSMUSG00000062906_Hdac10,16.830000000000002,1.37,4.99,6.63,4.94,9.11,4.92,6.09,5.68,6.7,5.08
ENSMUSG00000062908_Acadm,22.939999999999998,17.53,21.439999999999998,23.27,21.01,21.99,13.02,23.5,32.52,29.91,33.620000000000005
ENSMUSG00000062929_Cfl2,33.83,40.98,37.33,28.93,22.919999999999998,19.36,26.45,39.290000000000006,28.759999999999998,32.07,35.160000000000004
ENSMUSG00000062931_Zfp938,12.860000000000001,17.759999999999998,18.29,19.72,16.279999999999998,18.08,26.12,13.77,23.52,19.130000000000003,15.7
ENSMUSG00000062933_Gm10123,1572.85,1752.27,2107.2599999999998,1733.54,1322.37,1256.77,1750.9,1433.73,1326.85,1877.23,1688.92
ENSMUSG00000062937_Mtap,3.34,5.1,2.92,0.08,2.4699999999999998,2.08,2.16,10.02,3.74,6.1499999999999995,3.3899999999999997
ENSMUSG00000062949_Atp11c,0.62,0.12000000000000001,1.07,0.46,1.42,0.71,0.35,0.72,1.6900000000000002,0.54,0.41000000000000003
ENSMUSG00000062961_Ccdc177,1.6700000000000002,1.42,1.04,0.48000000000000004,1.22,0.9400000000000001,0.49,1.12,2,0.8300000000000001,2.12
ENSMUSG00000062963_Ufc1,196.39000000000001,214.34,224.72,219.82000000000002,166.02,151.7,193.93,180.20999999999998,178.6,196.05,173.3
ENSMUSG00000062981_Mrpl42,526.8199999999999,506.66,491.14000000000004,464.36,578.23,510.33,517.2900000000001,480.61,500.75,466.21999999999997,461.53
ENSMUSG00000062991_Nrg1,2.75,1.6600000000000001,4.28,0.98,1.3900000000000001,0.28,2.8899999999999997,2.3,4.55,0.49,4.91
ENSMUSG00000062995_Ica1,54.53,50.08,66.04,42.48,27.330000000000002,45.44,40.06,42.2,33.58,41.87,47.78
ENSMUSG00000062997_Rpl35,664.6800000000001,597.59,515.4,715.9399999999999,1062.57,1111.96,857.52,845.09,841.4599999999999,597.62,543.8299999999999
ENSMUSG00000063015_Ccni,52.61,46.01,41.290000000000006,31.79,23.36,40.15,29.779999999999998,61.160000000000004,48.48,33.33,33.1
ENSMUSG00000063018_2010204K13Rik,177.7,91.93,102.67999999999999,56.56,167.78,124.95,103.72,81.29,181.60999999999999,100.38,157.45000000000002
ENSMUSG00000063019_Manbal,90.7,84.14999999999999,107.67999999999999,78.61,68.01,84.66,94.78,111.13,99.73,100.52,112.27
ENSMUSG00000063047_Zfp780b,4.2700000000000005,5.49,2.86,3.66,2.4,1.98,2.65,4.619999999999999,2.13,1.47,6.159999999999999
ENSMUSG00000063049_Ing2,11.94,18.54,18.259999999999998,15.26,14.99,9.729999999999999,11.42,16.58,17.64,12.51,18.05
ENSMUSG00000063052_Lrrc40,7.4,13.219999999999999,15.77,8.51,21.32,7.57,9.75,8.83,10.229999999999999,11.229999999999999,14.08
ENSMUSG00000063063_Ctnna2,11.46,13.6,6.6,5.2,7.44,3.16,7.51,4.8,5.35,5.37,6.38
ENSMUSG00000063065_Mapk3,86.49000000000001,58.260000000000005,138.86,91.53,77.64,53.59,92.79,85.41000000000001,109.1,69.78,171.59
ENSMUSG00000063077_Kif1b,36.21,35.949999999999996,28.04,27.87,37.949999999999996,26.35,40.42,43.49,31.25,37.42,36.77
ENSMUSG00000063087_Gm10125,7.88,8.870000000000001,1.49,1.06,3.4499999999999997,4.22,6.01,3.12,4,1.02,4.49
ENSMUSG00000063108_Zfp26,1.34,1.45,1.94,1.42,0.54,0.35,1.1600000000000001,0.63,0.88,1.34,2.2800000000000002
ENSMUSG00000063142_Kcnma1,24.99,24.259999999999998,19.38,17.279999999999998,15.739999999999998,7.39,17.59,15.4,14.93,14.7,30.12
ENSMUSG00000063145_Bbs5,25.779999999999998,20.38,21.08,25.69,19.87,22.74,21.04,25.93,22.330000000000002,26.29,24.43
ENSMUSG00000063146_Clip2,0.46,0.71,1.75,0.7799999999999999,0.75,0.76,0.71,0.73,0.46,0.39,0.8500000000000001
ENSMUSG00000063160_Numbl,15.219999999999999,26.24,19.479999999999997,10.67,12.9,8.47,13.99,12.01,14.129999999999999,12.9,20.479999999999997
ENSMUSG00000063171_Rps4l,119.21000000000001,151.23,195.26999999999998,133.53,137.83,162.56,130.19,149.82000000000002,141.44,165.96,195.46
ENSMUSG00000063172_Hspb11,80.07,70.78,85.66,73.64,86.07,58.15,53.01,78.82,84.47,82.03,61.99
ENSMUSG00000063179_Pstk,88.95,64.88,88.16999999999999,72.86,58,62.86,86.54,61.57,102.49000000000001,77.26,77.43
ENSMUSG00000063200_Nol7,39.68,30.86,26.24,32.36,34.71,32.56,40.790000000000006,44.56,45.43,39.57,25.49
ENSMUSG00000063229_Ldha,591.11,953.9599999999999,1084.73,710.06,623.02,624.15,822.7800000000001,890.43,579.72,859.8599999999999,643.23
ENSMUSG00000063234_Gpr84,2.01,0,1.87,2.44,20.37,36.690000000000005,3.88,24.99,6.37,9.57,0
ENSMUSG00000063235_Ptpmt1,116.44000000000001,90.09,97.26,72.74000000000001,100.61999999999999,111.16,64.79,85.8,141.2,119.33,129.26
ENSMUSG00000063236_1110038F14Rik,48.57,35.949999999999996,69.07,38.660000000000004,42,55.63,70.77,44.290000000000006,44.21,41.230000000000004,59.82
ENSMUSG00000063239_Grm4,2.53,1.2,1.73,0.51,0.2,0.53,1.05,1.46,0.39,0.24000000000000002,2.34
ENSMUSG00000063253_Scoc,346.5,423.75,421.47999999999996,298.47999999999996,309.04,292.51,347.44,378.38,360.32,319.90999999999997,418.45
ENSMUSG00000063268_Parp10,2.2,2.08,2.07,0,6.319999999999999,6.57,1.11,3.4099999999999997,2.36,2.67,0.31
ENSMUSG00000063273_Naa15,7.08,6.44,4.17,6.35,6.59,4.4,6.109999999999999,6.14,7.91,4.54,12.33
ENSMUSG00000063275_Hacd1,45.02,45.44,49.849999999999994,29.68,26.54,42.25,18.939999999999998,35.15,49.49,39.13,37.58
ENSMUSG00000063281_Zfp35,9.15,9.56,12.66,8.08,11.6,0.09,4.17,12.17,9.219999999999999,9.33,10.29
ENSMUSG00000063297_Luzp2,16.45,24.759999999999998,12.05,8.55,11.58,14,12.57,18.2,13.48,13.57,13.61
ENSMUSG00000063316_Rpl27,298.78999999999996,378.45,307.87,353.62,383.52,377.63,377.38,284.74,416.74,332.69,283.22999999999996
ENSMUSG00000063317_Usp31,4.09,3.7800000000000002,3.38,2.7600000000000002,2.5,3.12,2.8299999999999996,3.7800000000000002,3.34,6.06,1.85
ENSMUSG00000063320_1190007I07Rik,72.16999999999999,40.55,54,47.33,77.2,60.17,56.08,43.65,63.61,65.59,52.33
ENSMUSG00000063334_Krr1,10.77,11.9,15.52,16.610000000000003,11.92,13.19,10.41,14.629999999999999,11.76,15.139999999999999,11.52
ENSMUSG00000063358_Mapk1,149.76,165.76,219.98000000000002,128.57,92.78,122.91000000000001,133.94,148.97,148.18,137.48000000000002,194.35000000000002
ENSMUSG00000063362_Alg11,3.6,4.96,3.36,1.74,5.89,3.21,4.34,2.58,2.96,6.59,3
ENSMUSG00000063406_Tmed5,22.21,25.459999999999997,18.93,13.07,18.07,13.65,22.959999999999997,24.56,17.12,19.459999999999997,26.41
ENSMUSG00000063410_Stk24,0.39,0.92,0.6599999999999999,0.6599999999999999,1.52,0.9400000000000001,1.6300000000000001,2.38,1.1800000000000002,0.5,2.5
ENSMUSG00000063415_Cyp26b1,13.01,34.9,13.84,23.939999999999998,8.54,12.370000000000001,20.73,21.16,5.6,18.939999999999998,8.58
ENSMUSG00000063428_Ddo,3.27,2.69,5.48,1.74,0.55,3.22,2.56,1.84,3.29,3.4,2.63
ENSMUSG00000063430_Wscd2,7.33,6.8,3.01,5.84,2.6,8.18,3.9,5.46,4.22,3.4699999999999998,5.359999999999999
ENSMUSG00000063434_Sorcs3,5.87,8.62,4.2,3.42,3.08,3.06,4.57,2.9099999999999997,3.8099999999999996,4.109999999999999,6.45
ENSMUSG00000063439_B9d2,67.91000000000001,53.77,87.74000000000001,54.51,67.95,49.379999999999995,52.15,53.57,77.88,44,75.59
ENSMUSG00000063445_Nmral1,10.88,21.130000000000003,10.129999999999999,5.38,4.53,18.23,9.11,14.05,9.62,14.03,8.239999999999998
ENSMUSG00000063446_Plppr1,9.16,4.37,5.81,0.76,1.36,0.96,2.74,2.61,4.79,0.6599999999999999,5.56
ENSMUSG00000063450_Syne2,1.25,4.41,2.9899999999999998,2.62,5.81,4.88,0.92,1.81,3.15,1.45,1.87
ENSMUSG00000063455_D630045J12Rik,3.61,3.08,3.8699999999999997,3.71,1.49,1.23,1.96,3.51,2.69,0.72,5.44
ENSMUSG00000063457_Rps15,1081.1399999999999,1033.49,1001.61,1294.41,1297.78,1191.54,1168.56,1183.54,1143.82,1078.87,1042.1299999999999
ENSMUSG00000063480_Nhp2l1,334.4,442.18,446.19,349.37,315.4,325.92999999999995,409.44,373.82,364.66,357.86,375
ENSMUSG00000063506_Arhgap22,7.6,1.01,4.05,1.27,4.07,0.8,2.9099999999999997,6.88,0.76,2.06,0.74
ENSMUSG00000063511_Snrnp70,61.37,37.11,39.43,38.56,46.04,28.5,35.98,42.03,38.660000000000004,39.65,64.11999999999999
ENSMUSG00000063524_Eno1,979.11,1270.1,1686.8899999999999,1143.7,786.1,860.87,1222.58,1108.07,968.71,1292.01,1003.66
ENSMUSG00000063531_Sema3e,2.64,4.3,0,2.69,0.53,1.5,3.16,3.75,0.58,4.7,1.3
ENSMUSG00000063550_Nup98,3.8699999999999997,1.24,1.1600000000000001,1.43,1.75,2.69,1.41,2.8699999999999997,2.2600000000000002,0.19,1.91
ENSMUSG00000063556_Gm10132,7.99,4.76,7.63,0,0,0,5.1899999999999995,3.9,3.4099999999999997,0,0
ENSMUSG00000063564_Col23a1,0.35,1.36,1.04,0.7,2.2600000000000002,0.23,3.16,0.27,2.38,0.23,2.72
ENSMUSG00000063568_Jazf1,8.39,12.97,18.35,10.709999999999999,5.319999999999999,2.79,7.31,13.02,8.15,5.430000000000001,8.38
ENSMUSG00000063576_Klhdc3,79.14999999999999,104.27,153.43,88.51,45.8,84.58,89.97,78.29,76.52,104.28,90.08
ENSMUSG00000063600_Egfem1,11.739999999999998,3.1,9.709999999999999,6.28,2.7,0,5.1,9.729999999999999,5.13,0.92,3.61
ENSMUSG00000063623_C230062I16Rik,120.78,177.06,153.6,200.73,178.99,197.49,204.08,158.19,177.72,220.38000000000002,143.14
ENSMUSG00000063626_Unc5d,1.5,1.62,0.4,0.16,2.07,0.74,0.61,0.59,1.33,0.6599999999999999,1.1400000000000001
ENSMUSG00000063632_Sox11,3.24,1.8900000000000001,2.4299999999999997,1.1400000000000001,2.22,0.63,1.3900000000000001,3.61,2.07,1.44,3.38
ENSMUSG00000063646_Jakmip1,60.59,49,41.7,31.93,38.6,15.62,31.99,30.439999999999998,41.8,32.36,48.06
ENSMUSG00000063659_Zbtb18,29.67,53.690000000000005,70.14,71.45,42.3,22.19,50.65,53.78,53.9,41.28,68.14999999999999
ENSMUSG00000063663_Brwd3,0.39,0.39,0.28,0.16,0.32999999999999996,0.47000000000000003,0.62,0.51,0.11,0.35,0.53
ENSMUSG00000063694_Cycs,244.66,329.57,269.21999999999997,297.83,262.61,257.38,275.1,255.23999999999998,266.65000000000003,283.81,207.67
ENSMUSG00000063696_Gm8730,0,0.64,0,0,0.31,1.79,1.26,0,0,0.88,0.6799999999999999
ENSMUSG00000063698_Sfxn4,15.32,9.65,18.99,8.79,7.3,4.7,11.19,5.04,16.56,24.919999999999998,21.95
ENSMUSG00000063704_Mapk15,3.02,1.6500000000000001,0,1.79,0,1.75,3.9099999999999997,0.6,2.7600000000000002,2.4499999999999997,3.42
ENSMUSG00000063714_Sp3os,103.81,68.04,100.96000000000001,88.14,85.25,111.11999999999999,58.09,69.46000000000001,85.82,64.99000000000001,99.49000000000001
ENSMUSG00000063760_Rnf217,1.33,1.94,0.98,1.25,1.7,2.2,1.84,1.25,1.27,1.79,2.6
ENSMUSG00000063765_Chadl,25.9,10.09,12.17,12.229999999999999,5.22,6.13,14.229999999999999,14.350000000000001,2.53,9.950000000000001,10.3
ENSMUSG00000063785_Utp14a,8.52,4.859999999999999,3.7,6.01,4.28,4.359999999999999,4.41,11.870000000000001,5.9,3.3899999999999997,10.6
ENSMUSG00000063787_Chchd1,321.69,327.62,280.02,265.84000000000003,369.12,354.77,320.54,335.61,305.81,337.12,261.6
ENSMUSG00000063796_Slc22a8,0.98,0.14,3.29,0.5700000000000001,0.55,0,0.14,0.6699999999999999,4.470000000000001,2.71,2.59
ENSMUSG00000063800_Prpf38a,30.779999999999998,23.89,34.190000000000005,25.56,21.64,16.85,20,36.74,28.330000000000002,24.45,27.35
ENSMUSG00000063801_Ap3s2,8.01,6.159999999999999,13.370000000000001,8.52,4.74,7.970000000000001,3.9499999999999997,5.359999999999999,10.16,5.1899999999999995,6.79
ENSMUSG00000063802_Hspbp1,202.9,204.97,291.9,215.73999999999998,138.6,205.67,212.84,213.51,175.84,229.46,234.76999999999998
ENSMUSG00000063804_Lin28b,0.55,0.17,1.05,0.54,0.08,0,0,0.19,0.65,0.16,2.17
ENSMUSG00000063808_Gpatch1,11.08,6.78,7.1499999999999995,5.18,3.84,3.69,4.94,8.98,12.15,2.82,12.78
ENSMUSG00000063830_Gm6065,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000063849_Ppcdc,7.7700000000000005,3.05,5.31,2.96,6.26,11.129999999999999,7.48,11.76,6.39,5.3,7.48
ENSMUSG00000063856_Gpx1,534.64,321.34000000000003,417.4,485.06,566.6700000000001,650.1800000000001,574.52,587.8599999999999,433.21,560.63,355.08
ENSMUSG00000063870_Chd4,42.809999999999995,22.74,30.27,38.760000000000005,52.56,17.4,19.35,24.18,42.91,28.419999999999998,44.14
ENSMUSG00000063873_Slc24a3,17.79,13.229999999999999,16.02,20.72,19.630000000000003,9.02,23.73,20.41,16.69,10.02,23.25
ENSMUSG00000063882_Uqcrh,1699.32,1690.8799999999999,1404.98,2039.53,1714.71,1838.91,1781.4,1544.4,1636.81,1711.35,1327.1599999999999
ENSMUSG00000063884_Ptcd3,32.02,18.2,27.39,17.18,16.77,13.52,25.06,20.51,30.32,21.2,20
ENSMUSG00000063887_Nlgn1,8.34,5.619999999999999,7.26,5.25,5.430000000000001,1.57,4.25,3.44,9.41,2.67,10.39
ENSMUSG00000063888_Rpl7l1,38.86,37.190000000000005,48.63,27.419999999999998,35.43,43.21,28.89,26.77,42.2,29.03,31.830000000000002
ENSMUSG00000063889_Crem,39.220000000000006,60.8,35.82,26.959999999999997,20.34,26.17,28.84,40.309999999999995,31.979999999999997,35.51,44.790000000000006
ENSMUSG00000063895_Nupl1,7.359999999999999,7.42,6.41,4.72,3.7600000000000002,0.4,5.28,3.13,5.63,3.69,2.3899999999999997
ENSMUSG00000063897_Dhrsx,7.88,3.38,6.28,4.45,3.71,4.59,2.2800000000000002,5.13,3.58,2.9699999999999998,9.61
ENSMUSG00000063902_Gm7964,7.51,6.08,11.53,5.68,5.03,8.27,6.84,6.9,7.05,4.930000000000001,10.47
ENSMUSG00000063904_Dpp3,14.58,9.209999999999999,9.17,5.33,8.56,5.5,8.66,10.29,9,4.18,8.739999999999998
ENSMUSG00000063919_Srrm4,2.19,3.24,2.94,3.9899999999999998,6.96,4.33,2.62,4.2700000000000005,3.11,6.609999999999999,3.88
ENSMUSG00000063931_Pepd,26.84,24.259999999999998,34.5,24.150000000000002,38.49,36.290000000000006,55.120000000000005,42.13,20.95,40.790000000000006,16.05
ENSMUSG00000063952_Brpf3,4.52,2.48,0.43000000000000005,1.25,1.91,0,2.53,1.99,2.13,2.46,4.46
ENSMUSG00000064023_Klk8,8.25,20.38,26.52,39.14,18.73,19.24,28.38,17.22,23.45,40.33,21.9
ENSMUSG00000064030_Pym1,8.08,11.99,9.78,5.619999999999999,5.37,10.370000000000001,6.24,7.1,3.86,7.819999999999999,12.33
ENSMUSG00000064032_Gm10143,4.25,5.71,7.7,5.56,9.739999999999998,8.08,6.34,8.26,5.1,8.02,7.22
ENSMUSG00000064036_Mro,6.91,7.96,2.22,0,5.08,2.08,2.3299999999999996,2.44,2.4699999999999998,4.17,5.14
ENSMUSG00000064037_Gpn1,37.690000000000005,20.64,32.230000000000004,11.28,24.330000000000002,21.74,22.18,25.650000000000002,21.9,20.89,25.05
ENSMUSG00000064043_Trerf1,4.67,1.91,4.26,2.98,3.27,2.1,3.38,3.4099999999999997,2.4299999999999997,1.91,5.38
ENSMUSG00000064061_Dzip3,15.84,16.57,8.81,8.2,11.33,7.98,6.81,12.209999999999999,13.98,7.6899999999999995,11.2
ENSMUSG00000064065_Ipcef1,2.5,3.22,3.25,0.62,4.21,1.27,2.8099999999999996,3.4899999999999998,3.42,0.56,5.109999999999999
ENSMUSG00000064068_Mtx1,185.99,97.86999999999999,172.07,113.4,142.07,154.8,138,101.4,128.86,163.76999999999998,134.08
ENSMUSG00000064090_Vrk2,5.23,0.76,2.03,5.59,2.79,0.18,3.16,1.9,2.38,0,3.4699999999999998
ENSMUSG00000064105_Cnnm2,6.430000000000001,3.25,3.03,4.7700000000000005,1.77,3.9,2.3899999999999997,2.9099999999999997,5.72,3.57,2.12
ENSMUSG00000064115_Cadm2,12.29,13.42,8.65,13.38,6.07,7.63,10.01,9.62,9.57,7.08,12.6
ENSMUSG00000064120_Mocs1,5.08,0.58,1.93,7.159999999999999,1.81,2.05,3.1,1.1300000000000001,1.6600000000000001,0,1.3
ENSMUSG00000064125_Prr36,5.18,2.72,3.27,3.16,5.95,1.1,2.2600000000000002,4.24,5.45,3.54,4.87
ENSMUSG00000064127_Med14,7.13,7.2,6.2700000000000005,3.6,5.03,6.930000000000001,2.14,3.6,5.430000000000001,6.85,7.08
ENSMUSG00000064138_Fam172a,8.58,12.1,11.51,5.859999999999999,10.629999999999999,6.26,5.87,9.54,6.17,3.46,11.239999999999998
ENSMUSG00000064141_Zfp69,1.23,0.9500000000000001,1.52,0.62,1.85,0.72,1.87,1.6,1.35,1.45,1.6600000000000001
ENSMUSG00000064145_Arih2,9.11,6.7700000000000005,6.59,7.45,5.28,5.51,5.09,8.49,8,5.119999999999999,6.359999999999999
ENSMUSG00000064179_Tnnt1,3.51,3.1,5.71,3.4099999999999997,7.119999999999999,4.29,3.8099999999999996,6.24,1.21,2.2600000000000002,4.58
ENSMUSG00000064181_Rab3ip,25.69,23.51,23.22,17.74,19.38,13.77,13.05,10.66,10.82,25.36,15.7
ENSMUSG00000064193_Gm4735,13.78,17.9,18.49,9,6.18,12.44,17.01,15.97,9.370000000000001,14.79,13.229999999999999
ENSMUSG00000064202_4430402I18Rik,3.22,8.209999999999999,8.7,5.98,16.25,2.94,10,6.55,4.68,2.88,2.69
ENSMUSG00000064210_Ano6,1.71,2.04,2.82,0.15000000000000002,3.7600000000000002,2.92,0.32999999999999996,5.09,4.96,1.8900000000000001,3.63
ENSMUSG00000064215_Ifi27,38.2,28.84,42.21,16.53,158.36,218.22,128.72,185.7,135.54,110.41000000000001,60.309999999999995
ENSMUSG00000064225_Paqr9,3.98,3.18,6.08,3.8699999999999997,3.23,3.2800000000000002,4.38,2.94,3.03,3.3,3.96
ENSMUSG00000064246_Chil1,22.69,5.48,8.92,12.42,17.06,26.95,17,30.67,8.209999999999999,11.850000000000001,4.88
ENSMUSG00000064247_Plcxd1,10.49,13.76,6.29,6.930000000000001,11.129999999999999,12.19,8.29,7.83,7.1899999999999995,23.52,8.8
ENSMUSG00000064254_Ethe1,28.919999999999998,15.61,29.52,18.979999999999997,17.6,31.72,35.760000000000005,34.51,34.13,34.57,32.3
ENSMUSG00000064264_Zfp428,88.17999999999999,57.94,102.91000000000001,96.34,71.98,73.11,87.04,68.09,77.64,83.01,94.81
ENSMUSG00000064267_Hvcn1,4.56,0.09,0.71,0.9400000000000001,1.37,7.9,2.4699999999999998,3.79,0.75,0,2.3
ENSMUSG00000064281_Rpl19-ps1,0,0,0,0.65,0,0.7899999999999999,0,0,0.04,0.73,0
