gene,1011_0001_CSS,1011_0002_Control,1011_0003_Control,1011_0004_CSS,1011_0005_Control,1011_0006_Control,1011_0007_CSS,1011_0008_CSS,1011_0009_Control,1011_0010_Control,1011_0011_CSS,1011_0012_CSS,1011_0013_CSS,1011_0014_CSS,1011_0015_CSS,1011_0016_CSS,1011_0017_CSS,1011_0018_CSS,1011_0019_Control,1011_0020_Control,1011_0021_CSS,1011_0022_CSS,1011_0023_CSS,1011_0024_CSS
ENSMUSG00000012640_Zfp715,6.7700000000000005,2.8099999999999996,1.44,6.07,5.76,1.78,2.67,12.06,4.49,2.21,11.139999999999999,6.76,2.8499999999999996,5.6,7.9,4.01,9.1,7.119999999999999,4.25,8.58,7.859999999999999,5.73,10.33,7.09
ENSMUSG00000012777_Acpt,0.46,0.4,0.11,0,0.62,0.7799999999999999,0.28,0.55,0.48000000000000004,0.39,0.32999999999999996,0.52,0.22,0.11,0.22,0.24000000000000002,0.24000000000000002,0.11,0.81,0.47000000000000003,0.12000000000000001,0.25,0.22,0.12000000000000001
ENSMUSG00000012848_Rps5,289.45,351.6,350.25,406.9,355.03,386.86,329.47999999999996,320.74,313.4,323.24,331.72999999999996,300.67,238.5,275.98999999999995,331.76,306.85,289.01,333.2,307.46999999999997,270.24,283.74,242.87,203.64,343.45
ENSMUSG00000013033_Adgrl1,26.419999999999998,24.919999999999998,18.35,16.310000000000002,19.3,20.779999999999998,18.69,19.22,20.49,19.93,25.979999999999997,33.91,25.99,36.64,28.88,24.66,30.110000000000003,27.4,32.349999999999994,25.66,32.24,33.52,35.77,30.36
ENSMUSG00000013076_Amotl1,0.8600000000000001,0.6599999999999999,0.13,0.05,0.04,0,0.28,0.45,1.23,0.62,0.8600000000000001,0.53,1.51,0.43000000000000005,1.82,0.5,0,1.8,1.1900000000000002,0.56,0.02,1.22,2.53,0
ENSMUSG00000013089_Etv5,8.27,11.84,8.950000000000001,10.29,8.57,5.470000000000001,10.92,10.43,16.06,8.33,17.06,10.629999999999999,13.67,21.64,17.07,10.08,20.88,17.8,12.66,14.07,18.939999999999998,20.7,24.479999999999997,11.81
ENSMUSG00000013150_Gfod2,12.89,17.1,16.479999999999997,13.11,16.04,17.279999999999998,22.330000000000002,13.18,15.81,19.53,15.83,10.52,14.719999999999999,29.150000000000002,22.41,14.84,10.09,19.479999999999997,5.42,28.32,8.719999999999999,9.629999999999999,16.45,4.95
ENSMUSG00000013155_Enkd1,13.33,16.45,14.25,17.979999999999997,15.4,5.28,11.17,10.33,11.38,22.5,17.779999999999998,15.16,20.08,15.229999999999999,17.779999999999998,39.809999999999995,25.439999999999998,27.88,17.66,9.870000000000001,8.4,17.650000000000002,6.2,11.42
ENSMUSG00000013158_4933405L10Rik,0,0.47000000000000003,0,0.45,0,0,0,0,0,0,0.72,0,0.54,0,0,0,1.42,0,1.01,3.22,0,0,0,0
ENSMUSG00000013160_Atp6v0d1,199.72,173.96,188.08,162.91,180.26,177.79,239.23,233.37,225.94,262.27,234.49,216.49,187.85000000000002,179.67,231.5,178.48000000000002,207.72,207.36,255.39000000000001,204.66,212.35000000000002,195.14,221.09,151.46
ENSMUSG00000013236_Ptprs,62.37,77.55,51.32,47.57,56.67,49.59,73.29,57.05,62.690000000000005,64.35,77.51,58.13,61.13,76.56,88.9,67.85,86.28,72.66,65.46000000000001,66.95,84.38,82.91000000000001,68.8,72.46000000000001
ENSMUSG00000013275_Slc41a1,3.19,1.76,3.8699999999999997,1.81,4.819999999999999,2.67,4.34,3.82,4.88,7.819999999999999,8.88,0.64,11.860000000000001,8.370000000000001,6.83,4.09,13.78,3.5,4.57,3.62,4.57,17.86,15.719999999999999,0.8500000000000001
ENSMUSG00000013419_Zfp651,4.34,5.31,3.6,3.3499999999999996,1.61,3.3499999999999996,3.75,2.92,4.51,2.4499999999999997,5.1499999999999995,7.2,5.63,6.03,5.45,6.4,6.18,9.729999999999999,5.48,5.1899999999999995,8.719999999999999,9.55,11.639999999999999,10.06
ENSMUSG00000013465_Nelfb,41.379999999999995,31.39,17.88,22.630000000000003,30.259999999999998,15.219999999999999,27.52,29.87,32.56,25.630000000000003,36.7,17.939999999999998,36.120000000000005,27.84,27.02,5.7700000000000005,22.74,26.1,28.88,26.110000000000003,26.939999999999998,41.75,27.459999999999997,41.64
ENSMUSG00000013495_Tmem175,36.449999999999996,43.48,33.690000000000005,31.79,32.120000000000005,43.63,33.01,45.04,28.57,46.63,33.82,36.64,46.24,35.48,47.21,31.54,51.730000000000004,47.78,36.54,35.879999999999995,44.660000000000004,39.1,45.64,55.82
ENSMUSG00000013523_Bcas1,7.8,18.27,29.47,13.629999999999999,20.29,18.45,20.05,29.07,24.72,36.05,37.2,11.950000000000001,38.64,17.03,43.8,26.7,32.51,39.59,19.25,21.69,25.27,62.11,48.54,8.9
ENSMUSG00000013539_Tango2,137.78,166.85000000000002,150.13,144.87,150.26,82.6,216.32000000000002,245.99,178.76,184.83,178.14,124.53,195.64,168.1,178.88000000000002,156.52,136.62,195.06,150.8,167.44,181.59,137.54,148.20999999999998,192.12
ENSMUSG00000013593_Ndufs2,251.53,248.70999999999998,277.71999999999997,205.43,189.02,251.45000000000002,288.08,293.67,278.02,330.59,274.90999999999997,291.1,271.97999999999996,284.66,254.82000000000002,243.22,288.69,275.62,270.54,253.67,330.46999999999997,254.8,231.59,278.16
ENSMUSG00000013622_Atraid,231.48000000000002,257.41999999999996,215.04,272.07,248.86,237.68,211.48000000000002,217.89000000000001,206.13,245.28,200.95000000000002,228.38000000000002,254.73,249.23,211.19,291.13,251.9,251.88000000000002,222.76,204.73,151.8,251.54,278.85,206.41
ENSMUSG00000013629_Cad,1.1700000000000002,1.21,1.1300000000000001,1.04,1.76,1.28,1.28,0.9,1.6700000000000002,2.98,2.53,1.8900000000000001,0.52,1.86,2.05,0.49,2.27,1.96,0.93,5.84,1.73,3.21,2.02,1.95
ENSMUSG00000013646_Sh3bp5l,19.69,13.66,13.41,6.44,7.04,36.3,13.4,13.88,18.29,16.12,15.729999999999999,15.09,23.62,18.73,9.229999999999999,18.759999999999998,23.49,15.11,22.24,11.91,14.229999999999999,12.15,12.19,48.05
ENSMUSG00000013662_Atad1,43.82,33.59,28.14,37.01,26.479999999999997,35.75,30.88,27.34,32.63,38.5,42.32,19.64,29.110000000000003,33.04,33.620000000000005,14.52,39.4,51.17,35.48,27.19,42.839999999999996,26.02,40.28,57.92
ENSMUSG00000013663_Pten,18.66,20.16,15.54,13.55,24.57,19.8,22.51,21.66,23.979999999999997,15.729999999999999,20.479999999999997,14.6,24.73,25.130000000000003,26.84,19.830000000000002,27.49,21.58,25.79,25.05,23.5,22.959999999999997,20.939999999999998,23.14
ENSMUSG00000013698_Pea15a,552.5,491.6,453.38,285.98999999999995,474.66,405.66,444.67,466.21999999999997,338.76,472.02,504.75,355.63,418.92999999999995,413.18,545.73,311.67,366.90999999999997,458.31,353.41999999999996,386.3,359.88,456.34000000000003,475.59,317.63
ENSMUSG00000013701_Timm23,300.97999999999996,212.81,283.36,293.48999999999995,200.23999999999998,245.18,254.34,289.98999999999995,223.25,297.47999999999996,246.20999999999998,185.73999999999998,208.94,196.18,232.19,207.8,239.58,299.46999999999997,184.59,260.59,247.5,223.43,182.31,236.85000000000002
ENSMUSG00000013736_Trnt1,33.3,43.27,48.08,36.01,32.43,41.08,52.190000000000005,52.839999999999996,30.150000000000002,51,41.449999999999996,25.16,33.08,47.120000000000005,41.71,32.03,27.479999999999997,41.78,32.160000000000004,45.33,35.42,47.11,28.08,38.730000000000004
ENSMUSG00000013766_Ly6g6e,12.08,15.08,14.4,8.15,18.419999999999998,12.88,22.1,38.949999999999996,17.95,31,12.89,41.720000000000006,19.54,15.05,8.739999999999998,15.639999999999999,24.830000000000002,17.330000000000002,31.04,20.54,16.759999999999998,12.78,20.58,5.28
ENSMUSG00000013787_Ehmt2,44.660000000000004,47.8,39.4,24.29,45.37,29.75,28.959999999999997,34.6,35.230000000000004,30.97,45.49,54.01,42.720000000000006,46.9,38.53,38.59,38.15,43.57,47.65,33.43,27.06,43.94,37.2,59.43
ENSMUSG00000013822_Elof1,223.95000000000002,226.31,226.93,173.86,201.51,286.21999999999997,228.2,243.28,206.63,241.99,207.96,245.6,211.16,184.48000000000002,217.93,249.2,245.57,212.82000000000002,220.57,256.51,181.83,179.87,193.09,244.8
ENSMUSG00000013833_Med16,16.88,19.21,19.49,25.71,18.73,16.610000000000003,26.68,22.39,31.08,29.79,27.47,7.609999999999999,40.879999999999995,28.610000000000003,23.779999999999998,12.98,27.38,29.630000000000003,20.49,23.17,24.25,20.779999999999998,34.63,4.02
ENSMUSG00000013858_Tmem259,49.37,32.08,39.879999999999995,36.75,34.56,35.17,26.74,17.3,26.25,41.08,37.09,65.03,42.48,46.57,36.260000000000005,54.39,37.37,31.53,40.04,39.61,41.28,46.94,43.879999999999995,46.809999999999995
ENSMUSG00000013878_Rnf170,11.46,11.02,21.259999999999998,8.92,12.450000000000001,11.61,13.350000000000001,13.57,10.16,15.04,16.41,11.68,10.370000000000001,11.88,19.35,7.41,18.82,22.08,15.34,13.04,17.58,15.26,10.65,15.48
ENSMUSG00000013921_Clip3,66.83,80.19,61.25,40.349999999999994,52.6,39.839999999999996,93.24000000000001,90.16999999999999,108.6,69.13,149.99,61.87,118.16,106.56,95.09,53.39,108.4,149.54,125.54,92.92,111.78,116.86999999999999,109.3,69.94000000000001
ENSMUSG00000013973_Dedd,27.58,24.279999999999998,16.259999999999998,22.7,24.03,39.9,32.21,21.23,36.68,32.720000000000006,44.82,21.1,30.24,13.93,29.630000000000003,34.57,21.12,20.08,38.8,32.349999999999994,28.01,14.16,43.48,31.05
ENSMUSG00000013997_Nit1,46.98,39.2,56.160000000000004,29.6,43.43,49.290000000000006,36.99,46.82,47.83,47.790000000000006,55.02,20.919999999999998,34.37,43.59,51.07,47.839999999999996,33.78,37.91,33.37,40.77,48.46,51.67,57.05,48.99
ENSMUSG00000014039_Prdm15,1.12,2.62,1.35,1.5,1.44,3.8,1.53,1.1,0.9,1.1400000000000001,1.6900000000000002,1.6400000000000001,0.05,7.35,1.22,5.4,2.7800000000000002,1.1300000000000001,2.86,2.12,4.1499999999999995,2.88,0.8700000000000001,2.63
ENSMUSG00000014074_Rnf168,9.93,21.18,20.37,7.3,14.450000000000001,11.89,18.479999999999997,13.219999999999999,17.3,12.03,16.27,5.7,20.71,21.36,24.88,12.99,24.650000000000002,14.79,13.96,13.99,28.459999999999997,19.2,25.8,35.89
ENSMUSG00000014075_Tctex1d2,80.24000000000001,55.99,85.59,57.120000000000005,52.68,71.54,47.48,76.29,64.14,62.59,42.620000000000005,49.949999999999996,54.190000000000005,72.03,46.720000000000006,61.56,52.449999999999996,63.949999999999996,44.28,68.67999999999999,69.7,41.56,65.47,47.68
ENSMUSG00000014077_Chp1,49.04,68.79,36.68,30.79,50.39,24.12,68.11,46.160000000000004,72.21000000000001,56.13,63.849999999999994,28.150000000000002,71.84,77.02,68.24000000000001,46.36,68.86999999999999,83.98,64.56,73.63,50.97,54.17,88.23,32.51
ENSMUSG00000014164_Klhl3,0.43000000000000005,3.3499999999999996,2.8,1.12,0.8400000000000001,0.14,1.81,2.53,0.9,1.73,1.12,0.99,0.21000000000000002,2.64,4.28,0.22,1.31,1.5,2.8299999999999996,5.52,1.7,0.35,0.23,0.11
ENSMUSG00000014177_Tvp23b,14.18,37.09,24.27,14.729999999999999,30.75,58.58,36.42,28.650000000000002,19.55,29.39,30.47,28.419999999999998,35.92,29.12,39.11,29.27,24.57,27.01,22.12,44.78,24.97,38.59,35,31.16
ENSMUSG00000014195_Dnajc7,139.05,123.76,112.88,127.53,119.46000000000001,84.66,120.77,150.93,142.16,146.54,139.85000000000002,136.88000000000002,165.34,120.34,126.86,154.02,138.88000000000002,147.26,171.89000000000001,140.47,164.62,143.83,123.49000000000001,98.54
ENSMUSG00000014226_Cacybp,235.41,193.66,227.68,232.04,223.20999999999998,203.82000000000002,221.63,202.79,205.04,279.58,239.84,221.06,198.79,196.58,177.33,205.78,197.82000000000002,236.57,234.83,244.43,221.17,187.62,175.67,141.81
ENSMUSG00000014232_Cluap1,34.37,22.41,22.439999999999998,15.62,25.66,21.45,16.02,9.97,20.610000000000003,25.87,38.42,15.639999999999999,25.47,29.330000000000002,30.51,18.74,25.79,14.5,33.01,20.82,31.419999999999998,28.479999999999997,16.51,42.02
ENSMUSG00000014243_Zswim7,101.59,74.11999999999999,117.97,103.66999999999999,76.07,116.98,90.35,93.71000000000001,99.17999999999999,100.64,68.69,128.37,75.79,38.25,76.93,86.36999999999999,51.32,75.48,124.09,113.56,95.71000000000001,66.61,43.33,88.53
ENSMUSG00000014245_Pigl,1.97,2.9,0.76,1.78,2.17,3.3299999999999996,1.3800000000000001,1.6300000000000001,1.86,2.64,7.31,6.85,1.33,6.53,2.98,4.6499999999999995,0.8700000000000001,3.3899999999999997,12.25,1.58,3.8,4.119999999999999,3.94,0
ENSMUSG00000014294_Ndufa2,999.37,917.99,1149.99,1611.86,1026.95,1395.23,1036.84,1194.61,1050.1399999999999,1076.62,930.4399999999999,1216.57,711.7800000000001,866.9399999999999,820.06,1254.6899999999998,920.9499999999999,982.1,1009.38,1057.42,1013.49,824.2900000000001,606.8299999999999,1534.37
ENSMUSG00000014301_Pam16,453.53,451.82,412.19,415.57,480.21999999999997,497.27,396.9,420.71,365.61,367.55,372.95,448.78999999999996,386.38,345.35,410.39,385.28999999999996,351.37,389.51,357.61,389.11,305.1,294.84000000000003,258.67,427.02
ENSMUSG00000014303_Glis2,0.56,2.4699999999999998,2.12,1.87,3.3499999999999996,1.6400000000000001,2.3,0.23,0.7,1.98,0.4,0.43000000000000005,3.56,2.3,1.29,0,0.7899999999999999,3.92,1.55,0.42000000000000004,0,4.56,3.4699999999999998,0.96
ENSMUSG00000014313_Cox6c,4363,4003.2799999999997,4852.91,5988.7699999999995,4740.929999999999,5394.09,4969.78,4904.75,4471.56,4356.84,3959.75,4968.85,3129.4,3580.06,3750.56,4547.28,4007.65,3959.8900000000003,3630.14,4601.120000000001,3963.69,2877.63,2461.3100000000004,5229.620000000001
ENSMUSG00000014349_Ube2z,13.229999999999999,16.02,10.99,4.83,14.18,11.639999999999999,15.55,13.450000000000001,16.259999999999998,12.54,17.39,21.23,18.39,18.32,11.59,11.61,23.759999999999998,12.05,18.979999999999997,18.459999999999997,17.779999999999998,22.27,13.79,8.81
ENSMUSG00000014353_Tmem87b,19.55,17.51,15.239999999999998,6.41,14.860000000000001,11.729999999999999,25.89,9.96,28.22,24.43,13.38,6.319999999999999,19.630000000000003,11.950000000000001,20.22,13.55,11.850000000000001,14.56,14.870000000000001,30.39,11.51,22.939999999999998,28.69,14.19
ENSMUSG00000014355_Anapc1,3.7800000000000002,2.9899999999999998,8.239999999999998,1.9,3.06,6.03,2.9099999999999997,0.93,3.9699999999999998,2.68,3.08,4.84,2.2600000000000002,6.18,5.18,3.65,2.07,7.57,2.06,1.8800000000000001,7.48,3.52,5.76,4.55
ENSMUSG00000014361_Mertk,5.3,0.8200000000000001,0.81,2.05,2.9299999999999997,1.76,2.17,3.06,3.07,0.36,3.18,3.72,1.7,2.8099999999999996,2.11,0.06,1.55,0.48000000000000004,3.73,4.46,1.6600000000000001,8.89,9.49,7.01
ENSMUSG00000014402_Tsg101,158.85000000000002,171.33,159.75,99.14,112.66999999999999,131.03,117.56,134.82000000000002,147.5,149.60999999999999,142.05,117.34,128.87,113.34,151.54,92.11999999999999,137.5,163.60999999999999,167.66,146,152.19,158.9,114.69,99.48
ENSMUSG00000014418_Hps5,0.71,0.54,1.11,0.49,2.4099999999999997,3.3,0.48000000000000004,2,1.1,0.92,3.04,1.24,3.42,0.8,0.8300000000000001,1.12,1.78,0.8600000000000001,0.1,0.56,1.01,2.8699999999999997,0.14,1.08
ENSMUSG00000014426_Map3k4,4.13,4.1499999999999995,3.23,3.27,7.29,4.96,5.54,5.24,7.52,3.18,3.18,10.01,4.67,4.33,8.15,5.22,6.659999999999999,6.3,9.15,4.18,3.9499999999999997,4.53,3.62,7.6499999999999995
ENSMUSG00000014444_Piezo1,3.79,4.39,6.01,7.73,3.18,4.21,2.71,2.2600000000000002,1.1900000000000002,2,6.07,5.06,8.46,6.55,0.33999999999999997,1.8900000000000001,14.42,4.21,5.34,0.6799999999999999,2.92,2.6,3.56,0.7
ENSMUSG00000014470_Rnf166,46.77,47.58,56.08,41.67,40.3,67.47,45.449999999999996,42.83,35.87,53.449999999999996,53.87,40.42,87.57,62.790000000000006,37.27,32.32,64.07,39.18,56.730000000000004,61.99,60.5,57.15,87.56,50.01
ENSMUSG00000014496_Ankrd28,0.8500000000000001,2.62,1.02,0.8200000000000001,0.8300000000000001,1.1700000000000002,2.67,1.59,1.81,0.16,1.78,0.39,5.39,1.62,2,2.23,5.67,0.93,1.74,0.25,0.59,3.8,4.76,1.02
ENSMUSG00000014498_Ankrd52,0,0.23,0.14,0.04,0.08,0.13,1.25,0.48000000000000004,0.65,0.74,0.74,0.42000000000000004,0,0.72,1.27,0.5,0,0.23,0.32,0.43000000000000005,0,2.23,1.9,0
ENSMUSG00000014503_Pkd2l2,0.5700000000000001,1.11,0.32999999999999996,0.77,1,0.06,1.37,0.23,0.8400000000000001,0.3,0.9400000000000001,0.24000000000000002,0.88,0.42000000000000004,0.69,1.47,1.98,1.1,1.02,0.6,1.57,0.7799999999999999,0.47000000000000003,0.37
ENSMUSG00000014504_Srp19,436.65000000000003,408.81,423.45,478.65000000000003,362.36,436.17,393.27,428.90999999999997,340.14000000000004,369.92999999999995,387.36,427.98999999999995,280.05,343.95,297.85,359.61,324.18,325.96,361.01,368.02,323.35,261.69,258.15000000000003,299.38
