gene,1011_0001_CSS,1011_0002_Control,1011_0003_Control,1011_0004_CSS,1011_0005_Control,1011_0006_Control,1011_0007_CSS,1011_0008_CSS,1011_0009_Control,1011_0010_Control,1011_0011_CSS,1011_0012_CSS,1011_0013_CSS,1011_0014_CSS,1011_0015_CSS,1011_0016_CSS,1011_0017_CSS,1011_0018_CSS,1011_0019_Control,1011_0020_Control,1011_0021_CSS,1011_0022_CSS,1011_0023_CSS,1011_0024_CSS
ENSMUSG00000032264_Zw10,2.4899999999999998,6.71,5.67,1.8800000000000001,1.06,7.930000000000001,8.39,6.31,5.28,4.06,3.3699999999999997,1.22,1.59,5.1,6.52,4.71,7.73,6.39,1.26,6.91,1.81,3.9299999999999997,6.08,1.81
ENSMUSG00000032265_Fam46a,0,0,0.7799999999999999,0.62,0.26,1.25,0.21000000000000002,0.02,1.09,0.05,0.48000000000000004,1.91,1.1,1.6800000000000002,1.11,1.1400000000000001,0,1.51,0.29000000000000004,0.36,1.84,2.71,2.34,0
ENSMUSG00000032267_Usp28,1.6900000000000002,3.8,1.24,1.92,2.48,1.56,4.18,5.31,2.24,2.69,3.5,0.8600000000000001,2.88,3.13,3.4899999999999998,5.48,1.96,4.87,4.09,2.51,4.91,1.59,7.430000000000001,8.43
ENSMUSG00000032269_Htr3a,1.29,2.8299999999999996,2.08,0,5.3,4.88,3.03,1.92,0.07,0.15000000000000002,3.27,0,2.8899999999999997,2.9499999999999997,1.82,0.44,1.01,2.82,3.48,2.19,0.73,14.94,2.44,0
ENSMUSG00000032271_Nnmt,20.610000000000003,11.09,8.19,9.56,16.85,29.21,18.06,6.81,12.729999999999999,8.93,12.870000000000001,3.03,13.870000000000001,7.03,9.07,7.35,8.950000000000001,13.719999999999999,1.49,7.7,3.92,9.51,5.79,8.94
ENSMUSG00000032279_Idh3a,129.45000000000002,168.5,157.29,116.4,110.38,103.96000000000001,181.19,186.07,155.87,217.63,197.48000000000002,101.77,211.08,151.1,134.39000000000001,124.03,167.06,243.02,173.58,207.65,242.15,154.01,181.62,76.22
ENSMUSG00000032280_Tle3,2.53,2.3499999999999996,1.34,2.72,1.04,2.12,2.8899999999999997,0.8500000000000001,3.3299999999999996,1.86,4.35,10.28,6.470000000000001,4.83,5.68,2.56,4.470000000000001,1.24,1.78,3.14,4.03,4.01,3.38,2.44
ENSMUSG00000032281_Acsbg1,20.6,7.01,8.09,9.99,11.67,5.75,8.44,17.58,20.73,9.03,16.68,10.93,28.36,31.3,16.03,4.430000000000001,24.979999999999997,28.110000000000003,14.27,8.47,11.98,54.96,25.650000000000002,21.23
ENSMUSG00000032285_Dnaja4,19.72,23.810000000000002,15.55,5.1899999999999995,32.449999999999996,26.07,32.46,31.36,25.84,29.67,36.879999999999995,9.01,33.51,22.55,32.46,13.98,27.53,29.67,30.7,37.47,24.97,21.47,31.24,20.87
ENSMUSG00000032288_Imp3,80.88,105.96000000000001,99.48,127.25,92.61999999999999,92.28,126.17999999999999,90.91000000000001,88.79,95,111.59,142.81,101.5,93.5,120.76,99.64,123.52,76.94000000000001,109.96000000000001,94.23,73.84,92.48,101.99000000000001,85.19
ENSMUSG00000032289_Thsd4,6.14,3.73,2.06,1.87,1.51,5.3,2.51,1.96,1.83,3.19,6.930000000000001,1.06,3.64,5.42,6.159999999999999,4.42,1.73,2.8099999999999996,1.01,2.3699999999999997,1.27,4.970000000000001,4.54,1.42
ENSMUSG00000032290_Ptpn9,5.79,7.09,4.31,3.72,11.05,5.28,4.26,7.14,4.99,5.79,6.23,5.2700000000000005,6.73,6,11.42,9.11,4.92,8.6,6.55,9.28,6.56,9.59,12.39,20.07
ENSMUSG00000032293_Ireb2,6.48,5.64,4.21,5.1,3.06,4.67,4.54,5.23,5.08,3.62,4.94,4.53,5.28,3.16,6.02,4.1899999999999995,4.03,5.29,6.56,5.359999999999999,8.55,6,3.21,3.36
ENSMUSG00000032294_Pkm,602.92,727.92,556.3499999999999,328.07,576.41,448.18,683.73,691.9499999999999,850.73,836.4399999999999,968.62,551.03,1032.95,789.3599999999999,871.3,503.71,677.61,877.04,827.47,703.72,795.9499999999999,792.9399999999999,866.9399999999999,529.22
ENSMUSG00000032295_Man2c1,16.62,20.959999999999997,17.58,27.43,21.43,22.36,8.46,19.05,15.49,28.130000000000003,14.57,11.69,28.72,29.82,28.810000000000002,30.35,25.9,32.41,28.37,27.43,18.69,30.66,28.56,35.08
ENSMUSG00000032297_Celf6,36.47,36.6,27.07,22.74,26.27,29.89,11.62,25.130000000000003,17,27.59,43.260000000000005,17.56,22.9,43.449999999999996,36.660000000000004,8.76,30.02,23.979999999999997,15.7,20.02,22.27,36.46,35.949999999999996,23.38
ENSMUSG00000032298_Neil1,0.47000000000000003,2.9499999999999997,5.84,0.99,3.2800000000000002,1.21,3.38,3.8499999999999996,6.4,6.1899999999999995,2.19,1.3800000000000001,1.9,2.04,5.609999999999999,9.66,4.319999999999999,5.73,4.13,9.7,4.18,3.3099999999999996,0,0.55
ENSMUSG00000032299_Commd4,251.25,206.86,253.88000000000002,228.28,244.96,198.4,213.26999999999998,253.92000000000002,207.44,235.93,209.28,211.76999999999998,219.68,228.8,205.47,203.91,195.03,247.7,221.34,268.42999999999995,210.04,196.75,175.28,231.36
ENSMUSG00000032300_1700017B05Rik,3.23,0,1.45,2.71,1.71,1.01,1.6500000000000001,0.9,1.03,1.57,5.58,3.02,3.8,1.54,3.05,1.72,3.03,2.24,2.18,1.01,1.85,4.930000000000001,3.3099999999999996,0.07
ENSMUSG00000032301_Psma4,220.20999999999998,212.17,223.23,212.48000000000002,206.6,158.2,224.53,247,197.37,225.09,216.85000000000002,192.01,195.75,200.3,190.07,191.67,213.92000000000002,245.65,172.26,262.21,206.49,203.20999999999998,145.97,178.66
ENSMUSG00000032305_Fam219b,4.59,12.350000000000001,8.54,6.35,7.7700000000000005,15.44,7.5,6.55,10.04,9.08,11.56,16.21,13.03,7.46,7.88,3.71,8.54,10.94,6.58,4.48,10.52,10.9,8.53,1.25
ENSMUSG00000032306_Mpi,59.6,59.92,68.01,55.9,63.720000000000006,54.15,63.75,74.77,63.309999999999995,72.71000000000001,74.6,45.05,69.53,67.69,59.36,60.99,53.01,76.56,75.33,74.31,69.81,52.92,55.1,63.61
ENSMUSG00000032307_Ube2q2,30.12,21.93,31.05,30.05,18.59,24.45,12.98,14.96,20.08,30.279999999999998,19.91,16.279999999999998,23.130000000000003,22.17,16.57,22.979999999999997,37.56,41.790000000000006,32.7,31.650000000000002,37.190000000000005,32.660000000000004,23.39,23.439999999999998
ENSMUSG00000032308_Ulk3,5.79,6.21,1.24,3.9099999999999997,7.45,0.36,3.16,3.29,7,7.89,6.35,6.42,7.91,4.51,7.57,1.26,7.56,7.56,9.41,3.64,6.28,13.66,11.870000000000001,16.56
ENSMUSG00000032309_Fbxo22,51.94,27.29,24.75,24.830000000000002,29.1,26.88,28.610000000000003,21.77,19.14,23.21,24.21,28.39,36.51,21.86,31.04,24.110000000000003,40.37,34.02,23.7,30.95,20.650000000000002,18.86,21.810000000000002,11.32
ENSMUSG00000032311_Nrg4,1.77,1.5,4.59,3.02,1.11,0.43000000000000005,3.4,1.1900000000000002,0.44,0,3.54,1.74,0.8500000000000001,0.24000000000000002,0.26,0.28,0.27,1.08,0.77,0.6799999999999999,0.18,1.1700000000000002,0.72,0.18
ENSMUSG00000032312_Csk,8.12,6.08,1.6300000000000001,4.609999999999999,3.09,3.94,1.61,3.5,3.4299999999999997,2.23,2.44,7.42,3,6.22,3.8499999999999996,2.46,5.26,4.05,1.84,0.96,3.17,5.5,13.49,6.33
ENSMUSG00000032313_Tmem266,1.3900000000000001,0.13,1.29,3.8899999999999997,4.2,3.7,1.92,3.75,4.59,0.37,1.45,3.2600000000000002,1.3900000000000001,4.659999999999999,1.8800000000000001,3.32,0,1.4,0,2.3,1.46,3.14,0,0
ENSMUSG00000032314_Etfa,32.59,29.29,29.89,30.03,27.259999999999998,46.51,32.760000000000005,57,36.39,49.949999999999996,36.36,32.91,51.720000000000006,27.259999999999998,43.290000000000006,27.8,28.71,48.75,39.64,39.67,38.08,62.309999999999995,63.03,51.03
ENSMUSG00000032316_Clk3,19.01,27.610000000000003,23.49,17.49,16.7,7.470000000000001,17.93,20.830000000000002,24.53,25.75,17.610000000000003,18.14,23.04,19.07,30.979999999999997,11.78,28.84,15.11,26.75,20.54,23.54,14.31,31.68,2.2800000000000002
ENSMUSG00000032320_Rcn2,120.55,124.86999999999999,127.57,122.16,107.72,119.55,102.31,112.9,106.06,112.61,112.24000000000001,80.24000000000001,119.78,114.64,120.35,80.11,105.08,148.78,119.72,153.13,140.49,177.7,216.68,64.21000000000001
ENSMUSG00000032322_Pstpip1,5.54,3.67,2.67,11.19,2.14,4.07,3.22,2.57,1.07,4.6,0.98,4.38,3.3899999999999997,2,1.5,4.75,1.54,1.61,1.6800000000000002,0.9,0.1,2.22,3.61,0
ENSMUSG00000032324_Tspan3,445.83,658.92,534.6800000000001,377.96999999999997,528.3,502.03,627.12,636.92,505.71,638.65,577.98,373.83,616.87,608.88,555.12,509.83,667.5,688.8399999999999,562.37,638.38,665.3299999999999,572.6700000000001,762.05,427.52
ENSMUSG00000032327_Stra6,0.06,2.14,0.11,0,1.21,1.1800000000000002,3.73,2.52,0.59,1.08,5.9,0,8.46,4.430000000000001,6.609999999999999,3.9899999999999998,0,7.39,0.06,0.96,3.65,9.25,20.39,0
ENSMUSG00000032328_Tmem30a,90.72,122.61999999999999,95.73,88.52,91.11999999999999,127.67999999999999,129.73999999999998,109.69,112.61,138.93,127.44000000000001,88.4,109.1,106.14999999999999,113.55,109.86999999999999,148.68,155.44,124.2,126.53,160.45000000000002,115,129.07,117.45
ENSMUSG00000032329_Hmg20a,12.19,21.7,14.81,11.15,10.950000000000001,17.650000000000002,19.67,13.79,14.370000000000001,10.33,10.38,14.69,22.439999999999998,20.759999999999998,19.72,17.91,10.5,21.91,18.3,12.709999999999999,10.12,14.59,27,10.84
ENSMUSG00000032330_Cox7a2,1541.32,1331.6799999999998,1632.8,1862.78,1544.96,1654.51,1629.9,1661.3899999999999,1536.36,1392.59,1381.3,1657.84,1030.95,1184.73,1153.35,1523.95,1354.02,1343.47,1319.36,1688.1399999999999,1384.1399999999999,994.1700000000001,813.8199999999999,1959.45
ENSMUSG00000032332_Col12a1,4.42,0,0,1.1700000000000002,1.1,0.35,0,0,3.09,0.92,1.01,1.59,3.92,1.1800000000000002,4.91,2.2600000000000002,1.97,1.21,0.8300000000000001,2.12,0.03,2.7,3.9,2.1
ENSMUSG00000032333_Stoml1,64.69,62.190000000000005,99.39,67.49000000000001,61.309999999999995,66.57,90.27,84.48,76.72,103.9,81.28,49.230000000000004,87.82,78.61999999999999,79.66,41.15,89.02,94.36,98.3,98.23,70.51,64.88,91.2,50.91
ENSMUSG00000032336_Nptn,615.19,626.15,569.6,540.9,670.6800000000001,677.8399999999999,665.2700000000001,613.14,601.03,572.42,626.07,666.12,651.5,687.59,619.62,750.9399999999999,828.91,783.31,586.03,663.8399999999999,636.58,626.25,713.98,621.03
ENSMUSG00000032340_Neo1,6.73,9.54,4.29,3.69,5.819999999999999,8.04,5.7700000000000005,5.35,4.07,3.16,7.45,4.28,7.79,6.7700000000000005,5.55,5.26,4.609999999999999,7.14,5.67,5.03,5.35,9.69,7.67,4.33
ENSMUSG00000032342_Mto1,17.54,12.62,13.54,7.2700000000000005,15.42,8.88,12.83,6.6,14.89,7.22,11.9,8.66,9.43,12.850000000000001,12.350000000000001,7.6899999999999995,20.79,16.47,15.229999999999999,22.39,5.2,7.85,24.47,9.229999999999999
ENSMUSG00000032348_Gsta4,203.79,210.25,146.57,144.26999999999998,168.73,150.15,130.68,144.34,117.07,148.31,186.73999999999998,149.76,164.53,165.93,214.55,114.91000000000001,173.5,117.16999999999999,125.54,96.38,97.7,180.92000000000002,135.78,143.89000000000001
ENSMUSG00000032349_Elovl5,10.55,8.89,15.17,3.42,7.34,4.56,8.08,10.44,9.83,7.08,14.11,1.49,30.01,4.88,9.99,12.47,27.08,15.8,6.99,12.129999999999999,4.04,33.3,38.449999999999996,12.67
ENSMUSG00000032350_Gclc,15.4,19.3,10.99,11.12,12.84,16.57,7.88,10.15,18.09,17.22,22.959999999999997,10.52,15.38,15.6,13.25,19.49,16.150000000000002,19.19,10.950000000000001,27.35,21.82,17.1,28.52,20.88
ENSMUSG00000032352_Lrrc1,0,1.07,0.41000000000000003,1.41,0.22,0,1.58,1.45,2.05,2.94,3.52,0.5,2.63,3.92,0.73,5.35,1.35,2.54,0.38,4.07,0.18,3.94,0.81,0
ENSMUSG00000032353_Tmed3,67.98,59.690000000000005,63.760000000000005,47.61,70.86999999999999,47.56,60.52,49.43,56.760000000000005,77.07,60.92,65.53,51.56,71.55,63.78,56.92,73.06,64.45,46.58,43.44,66.91000000000001,70.8,96.31,66.28
ENSMUSG00000032355_Mlip,15.629999999999999,10.94,13.91,28.29,17.95,7.28,16.05,25.29,25.04,37.339999999999996,17.779999999999998,12.370000000000001,31.3,33.730000000000004,14.57,29.86,52.339999999999996,13.860000000000001,13.46,22.07,17.12,19.57,31.110000000000003,37.4
ENSMUSG00000032356_Rasgrf1,67.64999999999999,192.19,71.04,56.790000000000006,93.69,80.88,72.61,56.89,55.849999999999994,77,120.34,60.58,90.99000000000001,99.78,128.81,69.5,103.99000000000001,91.28,59.14,62.160000000000004,73.84,97.2,80.51,20.34
ENSMUSG00000032359_Ctsh,1.3,9.89,9.02,0,3.03,17.35,8.05,4.1,8.82,10.7,17.479999999999997,9.229999999999999,37.879999999999995,7.09,12.01,12.32,2.08,16.130000000000003,3.2800000000000002,1.95,3.07,26.53,70.23,10.34
ENSMUSG00000032366_Tpm1,256.81,241.55,240.73999999999998,179.93,172.03,170.52,202.97,238.47,178.03,186.35000000000002,251.28,269.97999999999996,399.1,251.37,264.90999999999997,249.31,237.07,260.39,244.01,198.96,217.13,199.47,280.61,230.98000000000002
ENSMUSG00000032370_Lactb,24.16,11.88,19.03,12.5,9.94,27.53,14.97,11.56,18.02,11.43,14.209999999999999,22.02,9.42,15.28,17.919999999999998,10.69,13.55,14.19,15.05,11.16,12.44,12.82,14.88,14.59
ENSMUSG00000032373_Car12,1.81,3.11,0.99,0.17,0.51,0.8200000000000001,3.8699999999999997,2.79,1.1800000000000002,0.04,2.8,0.36,2.82,4.05,4.96,2.8699999999999997,1.1700000000000002,3.01,2.2600000000000002,4.4,4.51,5.609999999999999,0,1.47
ENSMUSG00000032375_Aph1b,4.8,4.37,4.39,6.26,6.430000000000001,4.37,6.7700000000000005,3.9699999999999998,6.51,7.79,4.74,6.55,7.6499999999999995,5.57,9.69,8.47,6.64,7.37,4.73,4.05,5.54,4.79,8.629999999999999,5.2
ENSMUSG00000032376_Usp3,3.9099999999999997,6.21,3.4899999999999998,2.9899999999999998,2.8699999999999997,0.31,8.03,1.98,1.32,2.06,1.75,2.08,1.56,3.53,2,9.46,7.119999999999999,3.4,1.59,2.7800000000000002,3.17,6.6,4.14,18.3
ENSMUSG00000032381_Fam96a,33.18,44.92,60.220000000000006,49.99,40.39,48.02,44.260000000000005,46.620000000000005,42.18,48.660000000000004,52.21,27.2,39.760000000000005,50.91,39.17,78.77,79.93,36.65,39.02,42.07,64.54,44.24,37.21,55.03
ENSMUSG00000032382_Snx1,44.309999999999995,37.790000000000006,24.29,23.71,24.35,26.52,41.839999999999996,46.58,39.8,35.74,50.47,27.25,56.28,46.839999999999996,35.720000000000006,22.88,27.110000000000003,54.48,43.64,32.51,45.27,51.33,53.15,29.68
ENSMUSG00000032383_Ppib,260.51,188.22,200.91,190.68,194.44,209.28,244.67,224.42000000000002,206.37,271.89,205.76999999999998,254.86,235.63,292.33,234.65,227.60999999999999,285.90999999999997,246.25,251.35000000000002,278.24,238.13,248.35000000000002,291.33,318.51
ENSMUSG00000032384_Csnk1g1,1.4,4.68,3.13,7.75,3.29,4.64,5.2700000000000005,5,2.8,3.59,3.11,4.6899999999999995,2.53,7.44,3.6,2.51,3.2,4.07,1.94,1.77,5.1899999999999995,5.37,5.33,1.85
ENSMUSG00000032386_Trip4,7.22,3.4099999999999997,5.95,6.33,3.71,12.55,5.35,3.12,6.119999999999999,5.819999999999999,4.08,2.05,8.950000000000001,7.58,3.22,0.5,13.55,6.01,4.68,7.23,4.56,6.6499999999999995,15.47,6.38
ENSMUSG00000032388_Spg21,26.419999999999998,19.91,33.11,24.110000000000003,27.93,21.02,25.110000000000003,22.04,23.830000000000002,21.459999999999997,23.130000000000003,16.22,25.27,27.82,25.25,18.32,18.630000000000003,27.86,23.07,27.610000000000003,22.150000000000002,30.939999999999998,21.75,8.850000000000001
ENSMUSG00000032392_Parp16,2.75,6.39,0.65,0.25,1.37,1.49,2.3699999999999997,0.7799999999999999,1.48,0.8300000000000001,3.01,0.56,5.25,4.76,2.7600000000000002,4.430000000000001,0,2.7800000000000002,4.41,0.71,1.48,2.48,5.57,0
ENSMUSG00000032393_Dpp8,7.859999999999999,6.359999999999999,3.3,0.69,2.3099999999999996,0.26,4.03,6.42,2.32,5.55,8.01,3.3299999999999996,5.430000000000001,3.48,7.03,7.02,6.84,4.18,7.109999999999999,8.57,3.19,7.22,6.46,3.56
ENSMUSG00000032396_Dis3l,4.56,9.55,5.52,5.2700000000000005,7.74,10.08,3.72,4.57,6.45,6.45,3.9699999999999998,3.02,8.860000000000001,7.09,4.51,4.7,5.83,12.91,9.850000000000001,5.859999999999999,4.89,7.1899999999999995,10.05,0.1
ENSMUSG00000032397_Tipin,12.75,25.2,23.979999999999997,16.58,20.110000000000003,21.51,21.62,9.19,13.8,32.230000000000004,14.93,16.02,11.629999999999999,18.64,16.91,28.74,34.55,43.17,14.54,19.23,21.84,25.8,17.130000000000003,1.57
ENSMUSG00000032398_Snapc5,92.86999999999999,72.73,77.93,86.77,96.89,129.94,110.45,78.73,107.49000000000001,83.85,104.73,80.73,95.83,72.71000000000001,94.16,111.46000000000001,103.46000000000001,93.64999999999999,100.51,97.74000000000001,85.19,103.61999999999999,100.86999999999999,62.86
ENSMUSG00000032399_Rpl4,301.89,339.02,343.81,324.53,339.69,316.4,346.40999999999997,383.62,383.42999999999995,336.47999999999996,331.24,272.36,337.01,296.46999999999997,355.94,324.5,314.28,295.89,305.31,343.45,334.7,347.17,299.02,295.61
ENSMUSG00000032402_Smad3,11.950000000000001,9.229999999999999,7.38,8.84,9.15,11.860000000000001,9.28,12.41,8.860000000000001,6.64,9.98,12.450000000000001,18.12,13.25,12.12,9.709999999999999,12.79,12.239999999999998,10.4,5.81,7.94,10.08,14.97,3.42
ENSMUSG00000032403_2300009A05Rik,87.61,77.64999999999999,65.86999999999999,118.59,126.27,102.5,49.37,93.59,93.91000000000001,76.07,86.31,86.75,70.84,98.08,97.64,116.55,58.42,89.57,94.52,73.23,72.66,75.33,92.66999999999999,121.66999999999999
ENSMUSG00000032405_Pias1,7.42,10.93,6.119999999999999,6.359999999999999,5.95,5.72,8.17,9.5,12.62,5.859999999999999,17.22,3.68,14.54,15.2,9.9,10.02,16.17,10.49,13.96,8.08,7.01,10.950000000000001,24.25,1.87
ENSMUSG00000032407_U2surp,57.690000000000005,78.14999999999999,43.75,62.1,57.68,83.71000000000001,62.93,30.330000000000002,52.86,48.8,57.02,105.64999999999999,51.57,60.690000000000005,65.78,142.94,120.96000000000001,45.59,53.790000000000006,61.46,80.83,64.96000000000001,67.57,80.97
ENSMUSG00000032409_Atr,3.09,3.66,1.3800000000000001,0.14,0.7799999999999999,2.3899999999999997,2.8,4.23,0.4,0.28,2.23,0.7899999999999999,0.38,3.75,4.4,1.96,2.22,0.7899999999999999,1.26,2.4499999999999997,1.8800000000000001,4.51,6.5,0.24000000000000002
ENSMUSG00000032410_Xrn1,1.57,2.05,5.95,0.91,5.55,1.41,8.06,2.51,3.29,2.02,2.5,2.8099999999999996,2.62,5.08,3.9,0.6,3.66,1.6900000000000002,3.77,2.2800000000000002,5.39,2.75,8.229999999999999,0.89
ENSMUSG00000032411_Tfdp2,8.29,19.759999999999998,10.09,12.47,17.55,19.23,3.82,6.970000000000001,15.97,13.8,8.44,7.07,5.7700000000000005,18.17,14.26,23.95,6.930000000000001,17.64,10.48,19.58,17.150000000000002,9.15,10.89,17.979999999999997
ENSMUSG00000032412_Atp1b3,49.449999999999996,75.88,83.84,45.28,73.6,87.84,62.2,62.809999999999995,57,61.27,102.78,54.32,127.02,83.75,70.22,40.8,66.14999999999999,110.56,56.730000000000004,69.41000000000001,62.96,127.57,208.13,45.190000000000005
ENSMUSG00000032413_Rasa2,1.36,2.36,3.22,1.1300000000000001,2.9,2.32,1.49,2.58,2.09,0.6599999999999999,2.9,2.56,2.73,3.62,5.56,6.48,9.209999999999999,4.159999999999999,3.63,2.56,6.79,6.23,3.75,7.75
ENSMUSG00000032417_Rwdd2a,185.53,148.6,143.4,124.31,124.22,167.76999999999998,154.47,159.69,138.43,173.01,143.57,132.82000000000002,143.79,121.09,121.96000000000001,100.77,125.05,180.82000000000002,156.56,149.08,133.1,110.66999999999999,130.44,100.97
ENSMUSG00000032418_Me1,19.09,35.18,22.110000000000003,12.32,15.870000000000001,36.51,17.419999999999998,24.36,26.9,34.04,37.83,22.330000000000002,34.41,41.39,31.459999999999997,20.310000000000002,40.82,51.78,34.91,42.53,34.03,30.52,49.59,19.830000000000002
ENSMUSG00000032422_Snx14,13.850000000000001,15.68,16.610000000000003,16.84,13.9,20.12,26.84,26.02,23.21,17.310000000000002,25.54,17,15.77,29.95,27.479999999999997,16.37,16.25,32.06,20.959999999999997,32.879999999999995,24.08,25.91,34.15,18.01
ENSMUSG00000032423_Syncrip,11.8,14.75,6.21,10.139999999999999,10.38,11.3,9.860000000000001,10.49,9.38,6.9,14.05,12.31,19.41,17.4,15.11,12.98,13.860000000000001,16.97,14.94,13.31,15.139999999999999,12.3,9.98,26.53
ENSMUSG00000032425_Zfp949,15,5.54,19.34,8.219999999999999,3.9499999999999997,3.9899999999999998,10.05,14.41,12.870000000000001,15.65,16.97,13.93,6.28,7.41,12.69,23.8,6.819999999999999,20.29,6.34,9.370000000000001,9.55,12.950000000000001,13.61,8.79
ENSMUSG00000032431_Crtap,11.17,5.21,2.2800000000000002,3.75,4.42,4.06,1.8800000000000001,4.8,6.09,1.6800000000000002,9.1,5.819999999999999,23.43,4.44,9.950000000000001,1.92,7.470000000000001,4.09,1.01,0,4.92,19.17,25.9,1.45
ENSMUSG00000032434_Cmtm6,3.9899999999999998,1.92,1.36,2.4699999999999998,4.76,2.52,1.1300000000000001,6.45,5.119999999999999,3.29,4.45,2.6,8.81,2.61,4.1,4.6899999999999995,2.3499999999999996,7.52,3.77,1.94,1.49,13.62,8.54,0.32
ENSMUSG00000032435_Dync1li1,43.43,47.87,34.39,23.22,29.259999999999998,30.43,50.120000000000005,47.91,56.33,40.28,62.37,32.77,50.64,43.120000000000005,45.849999999999994,33.08,27.22,66.75,49.94,35.59,49.6,38.63,51.349999999999994,20.479999999999997
ENSMUSG00000032436_Cmtm7,2.3699999999999997,0.63,2.3699999999999997,3.11,0,0.62,4.68,2.4699999999999998,3.9899999999999998,2.02,4.4,2.2800000000000002,10.34,6.430000000000001,6.659999999999999,1.87,5.819999999999999,4.7700000000000005,1.6600000000000001,3.3299999999999996,1.93,11.32,13.31,12.15
ENSMUSG00000032437_Stt3b,5.58,12.34,4.48,5.2700000000000005,7.26,13.27,7.68,9.709999999999999,9.06,6.119999999999999,14.52,6.81,9.84,8.53,16.03,13.27,14.17,9.5,6.59,11.51,17.62,16.2,24.29,9.61
ENSMUSG00000032449_Slc25a36,15.6,3.79,7.25,7.23,5.659999999999999,6.56,5.55,3.05,6.35,2.4899999999999998,6.31,5.8,6.1,7.34,8.41,4.23,3.34,8.06,7.46,4.930000000000001,8.78,12.94,7.23,9.370000000000001
ENSMUSG00000032452_Clstn2,14.01,15.719999999999999,7.71,4.33,9.09,11.2,6.28,6.06,7.48,7.79,10.47,7.87,7.659999999999999,15.53,10.54,6.28,6.819999999999999,15.58,9.709999999999999,9.96,11.3,10.48,7.659999999999999,12.5
ENSMUSG00000032458_Copb2,22.52,32.49,21.86,14.41,20.34,28.2,24.25,22.82,29.19,20.54,34.13,13.89,32.37,21.959999999999997,41.379999999999995,10.450000000000001,16.85,26.58,27.97,30.759999999999998,31.439999999999998,31.87,37.339999999999996,18.58
ENSMUSG00000032459_Mrps22,45.849999999999994,54.61,58.18,49.74,70.86999999999999,50.14,63.28,55.32,52.760000000000005,69.93,66.2,19.56,89.28,46.11,52.98,33.720000000000006,56.6,77.34,54.78,48.56,66.7,30.97,38.339999999999996,55.65
ENSMUSG00000032462_Pik3cb,3.02,5.71,2.8699999999999997,2.7600000000000002,5.41,6.17,1.42,2.92,3.92,7.01,3.72,5.819999999999999,5.02,4.37,6.5,3.22,6.89,5.23,4.58,4.74,5.03,5.98,3.94,8.67
ENSMUSG00000032463_Faim,155.49,107.85,113.17999999999999,90.67999999999999,117.53,141.63,131.4,120.49000000000001,127.64,107.33,115.21000000000001,137.51,124.92,146.89000000000001,132.23999999999998,104.79,102.9,121.43,115.89,102.67999999999999,105.8,128.03,106.79,106.38
ENSMUSG00000032468_Armc8,22.32,20.57,22.01,11.6,24.95,23.459999999999997,29.36,17.03,26.57,29.45,25.08,9.19,31.64,22.66,19.93,11.76,21.43,27.06,33,29.88,16.57,23.87,27.4,14.65
ENSMUSG00000032469_Dbr1,5.59,11.54,9.17,3.27,6.64,0.8600000000000001,2.2600000000000002,4.3,4.470000000000001,7.7700000000000005,5.2,1.1700000000000002,8.49,8.67,9.75,4.31,3.4099999999999997,5.81,7.17,7.79,6.52,6.89,8.27,6.98
ENSMUSG00000032470_Mras,79.45,61.91,67.09,56.68,87.72,68.48,56.660000000000004,50.879999999999995,66.54,77.01,91.95,84.79,87.66,76.61,65.49000000000001,70.76,51.120000000000005,43.8,75.31,64.47,86.23,64.36999999999999,68.08,61.44
ENSMUSG00000032475_Nck1,15.61,10.370000000000001,20.479999999999997,14.209999999999999,21.99,38.11,31.79,32.98,33.879999999999995,25.93,29.95,17.49,53.09,14.3,36.18,14.129999999999999,20.25,50.809999999999995,29.51,36.49,26.02,45.78,31.58,7.159999999999999
ENSMUSG00000032477_Cdc25a,5.28,1.31,0.6799999999999999,0.13,4.14,0.04,4.9,2.15,2.61,0,5.3,0.58,0.44,3.59,2.92,1.81,3.63,4.7,6.4,1.05,2.23,2.46,5.13,0
ENSMUSG00000032478_Nme6,29.6,14.18,22.66,19.7,15.25,36.760000000000005,21.14,11.65,8.8,12.28,28.77,20.24,20.47,8.68,15.54,6.25,13.26,20.25,15.66,17.49,20.830000000000002,17.37,11.55,17.32
ENSMUSG00000032479_Map4,65.28,67.36999999999999,53.75,46.54,74.26,64.08,56.379999999999995,62.260000000000005,64.58,65.14999999999999,89.27,34.5,74.8,65.66999999999999,88.05,69.95,82.41000000000001,89.46000000000001,84.32,79.82,69.59,85.56,85.76,88.38
ENSMUSG00000032480_Dhx30,110.6,89.4,57.260000000000005,58.720000000000006,79.04,106.46000000000001,72.08,64.66999999999999,45.71,74.6,78.32,81.48,70.14,88.56,86.35,107.14999999999999,117.38,71.5,101.74000000000001,82.21000000000001,72.41000000000001,104.48,82.71000000000001,75.8
ENSMUSG00000032481_Smarcc1,10.08,16.4,7.28,4.28,14.32,10.54,7.91,11.57,18.24,7.28,13.38,4.859999999999999,12.58,22.35,13.66,10.76,28.88,7.609999999999999,13.04,18.55,17.810000000000002,16.51,17.2,27.16
